Season,Date,MatchWeek,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2022-2023,2023-02-18,24,Wolves,Bournemouth,0,1,A
2022-2023,2023-02-18,24,Newcastle,Liverpool,0,2,A
2022-2023,2023-02-19,24,Man United,Leicester,3,0,H
2022-2023,2023-02-19,24,Tottenham,West Ham,2,0,H
2022-2023,2023-02-24,25,Fulham,Wolves,1,1,D
2022-2023,2023-02-25,25,Everton,Aston Villa,0,2,A
2022-2023,2023-02-25,25,Leeds,Southampton,1,0,H
2022-2023,2023-02-25,25,Leicester,Arsenal,0,1,A
2022-2023,2023-02-25,25,West Ham,Nott'm Forest,4,0,H
2022-2023,2023-02-25,25,Bournemouth,Man City,1,4,A
2022-2023,2023-02-25,25,Crystal Palace,Liverpool,0,0,D
2022-2023,2023-02-26,25,Tottenham,Chelsea,2,0,H
2022-2023,2023-03-01,25,Arsenal,Everton,4,0,H
2022-2023,2023-03-01,25,Liverpool,Wolves,2,0,H
2022-2023,2023-03-04,26,Man City,Newcastle,2,0,H
2022-2023,2023-03-04,26,Arsenal,Bournemouth,3,2,H
2022-2023,2023-03-04,26,Aston Villa,Crystal Palace,1,0,H
2022-2023,2023-03-04,26,Brighton,West Ham,4,0,H
2022-2023,2023-03-04,26,Chelsea,Leeds,1,0,H
2022-2023,2023-03-04,26,Wolves,Tottenham,1,0,H
2022-2023,2023-03-04,26,Southampton,Leicester,1,0,H
2022-2023,2023-03-05,26,Nott'm Forest,Everton,2,2,D
2022-2023,2023-03-05,26,Liverpool,Man United,7,0,H
2022-2023,2023-03-06,26,Brentford,Fulham,3,2,H
2022-2023,2023-03-11,27,Bournemouth,Liverpool,1,0,H
2022-2023,2023-03-11,27,Everton,Brentford,1,0,H
2022-2023,2023-03-11,27,Leeds,Brighton,2,2,D
2022-2023,2023-03-11,27,Leicester,Chelsea,1,3,A
2022-2023,2023-03-11,27,Tottenham,Nott'm Forest,3,1,H
2022-2023,2023-03-11,27,Crystal Palace,Man City,0,1,A
2022-2023,2023-03-12,27,Fulham,Arsenal,0,3,A
2022-2023,2023-03-12,27,Man United,Southampton,0,0,D
2022-2023,2023-03-12,27,West Ham,Aston Villa,1,1,D
2022-2023,2023-03-12,27,Newcastle,Wolves,2,1,H
2022-2023,2023-03-15,27,Brighton,Crystal Palace,1,0,H
2022-2023,2023-03-15,27,Southampton,Brentford,0,2,A
2022-2023,2023-03-17,28,Nott'm Forest,Newcastle,1,2,A
2022-2023,2023-03-18,28,Aston Villa,Bournemouth,3,0,H
2022-2023,2023-03-18,28,Brentford,Leicester,1,1,D
2022-2023,2023-03-18,28,Southampton,Tottenham,3,3,D
2022-2023,2023-03-18,28,Wolves,Leeds,2,4,A
2022-2023,2023-03-18,28,Chelsea,Everton,2,2,D
2022-2023,2023-03-19,28,Arsenal,Crystal Palace,4,1,H
2022-2023,2023-04-01,29,Man City,Liverpool,4,1,H
2022-2023,2023-04-01,29,Arsenal,Leeds,4,1,H
2022-2023,2023-04-01,29,Bournemouth,Fulham,2,1,H
2022-2023,2023-04-01,29,Brighton,Brentford,3,3,D
2022-2023,2023-04-01,29,Crystal Palace,Leicester,2,1,H
2022-2023,2023-04-01,29,Nott'm Forest,Wolves,1,1,D
2022-2023,2023-04-01,29,Chelsea,Aston Villa,0,2,A
2022-2023,2023-04-02,29,West Ham,Southampton,1,0,H
2022-2023,2023-04-02,29,Newcastle,Man United,2,0,H
2022-2023,2023-04-03,29,Everton,Tottenham,1,1,D
2022-2023,2023-04-04,29,Bournemouth,Brighton,0,2,A
2022-2023,2023-04-04,29,Leeds,Nott'm Forest,2,1,H
2022-2023,2023-04-04,29,Leicester,Aston Villa,1,2,A
2022-2023,2023-04-04,29,Chelsea,Liverpool,0,0,D
2022-2023,2023-04-05,29,Man United,Brentford,1,0,H
2022-2023,2023-04-05,29,West Ham,Newcastle,1,5,A
2022-2023,2023-04-08,30,Man United,Everton,2,0,H
2022-2023,2023-04-08,30,Aston Villa,Nott'm Forest,2,0,H
2022-2023,2023-04-08,30,Brentford,Newcastle,1,2,A
2022-2023,2023-04-08,30,Fulham,West Ham,0,1,A
2022-2023,2023-04-08,30,Leicester,Bournemouth,0,1,A
2022-2023,2023-04-08,30,Tottenham,Brighton,2,1,H
2022-2023,2023-04-08,30,Wolves,Chelsea,1,0,H
2022-2023,2023-04-08,30,Southampton,Man City,1,4,A
2022-2023,2023-04-09,30,Leeds,Crystal Palace,1,5,A
2022-2023,2023-04-09,30,Liverpool,Arsenal,2,2,D
2022-2023,2023-04-15,31,Aston Villa,Newcastle,3,0,H
2022-2023,2023-04-15,31,Chelsea,Brighton,1,2,A
2022-2023,2023-04-15,31,Everton,Fulham,1,3,A
2022-2023,2023-04-15,31,Southampton,Crystal Palace,0,2,A
2022-2023,2023-04-15,31,Tottenham,Bournemouth,2,3,A
2022-2023,2023-04-15,31,Wolves,Brentford,2,0,H
2022-2023,2023-04-15,31,Man City,Leicester,3,1,H
2022-2023,2023-04-16,31,West Ham,Arsenal,2,2,D
2022-2023,2023-04-16,31,Nott'm Forest,Man United,0,2,A
2022-2023,2023-04-17,31,Leeds,Liverpool,1,6,A
2022-2023,2023-04-21,32,Arsenal,Southampton,3,3,D
2022-2023,2023-04-22,32,Fulham,Leeds,2,1,H
2022-2023,2023-04-22,32,Brentford,Aston Villa,1,1,D
2022-2023,2023-04-22,32,Crystal Palace,Everton,0,0,D
2022-2023,2023-04-22,32,Leicester,Wolves,2,1,H
2022-2023,2023-04-22,32,Liverpool,Nott'm Forest,3,2,H
2022-2023,2023-04-23,32,Bournemouth,West Ham,0,4,A
2022-2023,2023-04-23,32,Newcastle,Tottenham,6,1,H
2022-2023,2023-04-25,33,Wolves,Crystal Palace,2,0,H
2022-2023,2023-04-25,33,Aston Villa,Fulham,1,0,H
2022-2023,2023-04-25,33,Leeds,Leicester,1,1,D
2022-2023,2023-04-26,33,Nott'm Forest,Brighton,3,1,H
2022-2023,2023-04-26,33,Chelsea,Brentford,0,2,A
2022-2023,2023-04-26,33,West Ham,Liverpool,1,2,A
2022-2023,2023-04-26,33,Man City,Arsenal,4,1,H
2022-2023,2023-04-27,33,Everton,Newcastle,1,4,A
2022-2023,2023-04-27,33,Southampton,Bournemouth,0,1,A
2022-2023,2023-04-27,33,Tottenham,Man United,2,2,D
2022-2023,2023-04-29,34,Crystal Palace,West Ham,4,3,H
2022-2023,2023-04-29,34,Brentford,Nott'm Forest,2,1,H
2022-2023,2023-04-29,34,Brighton,Wolves,6,0,H
2022-2023,2023-04-30,34,Bournemouth,Leeds,4,1,H
2022-2023,2023-04-30,34,Fulham,Man City,1,2,A
2022-2023,2023-04-30,34,Man United,Aston Villa,1,0,H
2022-2023,2023-04-30,34,Newcastle,Southampton,3,1,H
2022-2023,2023-04-30,34,Liverpool,Tottenham,4,3,H
2022-2023,2023-05-01,34,Leicester,Everton,2,2,D
2022-2023,2023-05-02,34,Arsenal,Chelsea,3,1,H
2022-2023,2023-05-03,34,Liverpool,Fulham,1,0,H
2022-2023,2023-05-03,34,Man City,West Ham,3,0,H
2022-2023,2023-05-04,34,Brighton,Man United,1,0,H
2022-2023,2023-05-06,35,Bournemouth,Chelsea,1,3,A
2022-2023,2023-05-06,35,Man City,Leeds,2,1,H
2022-2023,2023-05-06,35,Tottenham,Crystal Palace,1,0,H
2022-2023,2023-05-06,35,Wolves,Aston Villa,1,0,H
2022-2023,2023-05-06,35,Liverpool,Brentford,1,0,H
2022-2023,2023-05-07,35,Newcastle,Arsenal,0,2,A
2022-2023,2023-05-07,35,West Ham,Man United,1,0,H
